條碼	書名/刊名	著（譯）者	初版社	版本	卷/冊次	櫃位編號	出版日期	入庫日期	I.健康養生	館藏別	語文	附CD/DVD
JAE00046	中國文化史知識叢書：中國古代園林	耿劉同	臺灣商務印書館	初版三刷	30	A51	2000/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00047	中國文化史知識叢書：中國重要考古發現	黃石林、朱乃誠	臺灣商務印書館	初版三刷	31	A51	1997/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00048	中國文化史知識叢書：商周青銅文化	李先登	臺灣商務印書館	初版三刷	32	A51	2000/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00049	中國文化史知識叢書：中國的石刻與石窟	徐自強、吳夢麟	臺灣商務印書館	初版一刷	33	A51	1994/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00050	中國文化史知識叢書：中國的名山與大川	謝凝高	臺灣商務印書館	初版二刷	34	A51	1994/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00051	中國文化史知識叢書：中國古代都城	吳松弟	臺灣商務印書館	初版三刷	35	A51	2002/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00052	中國文化史知識叢書：中國歷代帝王陵寢	黃景略、葉學明	臺灣商務印書館	初版三刷	36	A51	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00053	中國文化史知識叢書：中國的著名寺廟宮觀與教堂	余桂元	臺灣商務印書館	初版二刷	37	A51	1994/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00054	中國文化史知識叢書：中國的地方志	周迅	臺灣商務印書館	初版二刷	38	A51	1994/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00055	中國文化史知識叢書：中國的年譜與家譜	來新夏、徐建華	臺灣商務印書館	初版三刷	39	A51	2000/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00056	中國文化史知識叢書：中國人的名字别號	吉常宏	臺灣商務印書館	初版四刷	40	A51	2000/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00057	中國文化史知識叢書：中國古代禮儀制度	朱筱新	臺灣商務印書館	初版三刷	41	A51	2002/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00058	中國文化史知識叢書：中國古代漢族婚喪風俗	李重祥、張發嶺	臺灣商務印書館	初版二刷	42	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00059	中國文化史知識叢書：中國少數民族婚喪風俗	嚴汝嫻、劉宇	臺灣商務印書館	初版二刷	43	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00060	中國文化史知識叢書：中國漢族節日風情	朱啟新、朱筱新	臺灣商務印書館	初版二刷	44	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00061	中國文化史知識叢書：中國少數民族節日風情	胡起望、項美珍	臺灣商務印書館	初版二刷	45	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00062	中國文化史知識叢書：中國少數民族英雄史詩	潛明茲	臺灣商務印書館	初版二刷	46	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00063	中國文化史知識叢書：中國古代禮俗	王煌民	臺灣商務印書館	初版三刷	47	A51	2001/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00064	中國文化史知識叢書：中國古代服飾	戴欽祥、陸欽、李亞麟	臺灣商務印書館	初版四刷	48	A51	2003/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00065	中國文化史知識叢書：中國古代飲食文化	林乃燊	臺灣商務印書館	初版三刷	49	A51	2001/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00066	中國文化史知識叢書：中國歷代婚姻與家庭	顧鑒塘、顧鳴塘	臺灣商務印書館	初版三刷	50	A51	2003/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00067	中國文化史知識叢書：中國歷史上重要革新與變法	徐凱	臺灣商務印書館	初版三刷	51	A51	2002/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00068	中國文化史知識叢書：中國古代官制	王天有	臺灣商務印書館	初版四刷	52	A51	2004/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00069	中國文化史知識叢書：中國古代法制史話	李用兵	臺灣商務印書館	初版二刷	53	A51	1995/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00070	中國文化史知識叢書：中國古代考試制度	郭齊家	臺灣商務印書館	初版三刷	54	A51	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00071	中國文化史知識叢書：中國古代家庭教育	畢誠	臺灣商務印書館	初版二刷	55	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00072	中國文化史知識叢書：中國古代學校	郭齊家	臺灣商務印書館	初版二刷	56	A51	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00073	中國文化史知識叢書：中國的書法	歐陽中石	臺灣商務印書館	初版三刷	57	A51	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00074	中國文化史知識叢書：中國古代體育	任海	臺灣商務印書館	初版二刷	58	A51	1995/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00075	中國文化史知識叢書：中國古代書籍史話	李致忠	臺灣商務印書館	初版二刷	59	A51	1995/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00076	中國文化史知識叢書：中國古代藏書史話	焦樹安	臺灣商務印書館	初版二刷	60	A51	1995/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00077	中國文化史知識叢書：中國古代兵制	黃水華	臺灣商務印書館	初版三刷	61	A51	2005/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00078	中國文化史知識叢書：中國古代兵器	王兆春	臺灣商務印書館	初版三刷	62	A51	1999/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00079	中國文化史知識叢書：中國古代兵書	柳玲	臺灣商務印書館	初版三刷	63	A51	2003/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00080	中國文化史知識叢書：中國古代農業	李根蟠	臺灣商務印書館	初版二刷	64	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00081	中國文化史知識叢書：中國古代礦業	李仲均、李衡	臺灣商務印書館	初版二刷	65	A51	1996/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00082	中國文化史知識叢書：中國古代商業	吳慧	臺灣商務印書館	初版二刷	66	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00083	中國文化史知識叢書：中國歷代貨幣	郭彥崗	臺灣商務印書館	初版二刷	67	A51	1995/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00084	中國文化史知識叢書：中國古代度量衡	丘光明	臺灣商務印書館	初版二刷	68	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00085	中國文化史知識叢書：中國古代驛站與郵傳	臧嶸	臺灣商務印書館	初版二刷	69	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00086	中國文化史知識叢書：中國古代造船與航海	張靜芬	臺灣商務印書館	初版二刷	70	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00087	中國文化史知識叢書：中國名物特產集粹	邵秦	臺灣商務印書館	初版二刷	71	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00088	中國文化史知識叢書：中國古代醫藥衛生	魏子孝、聶莉芳	臺灣商務印書館	初版三刷	72	A51	2000/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00089	中國文化史知識叢書：中國古代紡織與印染	趙翰生	臺灣商務印書館	初版二刷	73	A51	1996/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00090	中國文化史知識叢書：中國古代冶金史話	劉雲彩	臺灣商務印書館	初版二刷	74	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00091	中國文化史知識叢書：中國造紙史話	潘吉星	臺灣商務印書館	初版二刷	75	A51	1996/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00092	中國文化史知識叢書：中國印刷史話	張紹勛	臺灣商務印書館	初版二刷	76	A51	1996/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00093	中國文化史知識叢書：中國古代數學	郭書春	臺灣商務印書館	初版二刷	77	A51	1995/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00094	中國文化史知識叢書：中國古代物理學	戴念祖	臺灣商務印書館	初版三刷	78	A51	2000/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00095	中國文化史知識叢書：中國古代化學	趙匡華	臺灣商務印書館	初版二刷	79	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00096	中國文化史知識叢書：中國古代生物學	汪子春、程寶綽	臺灣商務印書館	初版二刷	80	A51	1995/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00097	中國文化史知識叢書：孔子與儒家	閻韜	臺灣商務印書館	初版三刷	81	A51	2003/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00098	中國文化史知識叢書：老子與道家	李申	臺灣商務印書館	初版二刷	82	A51	2004/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00099	中國文化史知識叢書：墨子與墨家	任繼愈	臺灣商務印書館	初版二刷	83	A51	1995/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00100	中國文化史知識叢書：五經四書說略	李思敬	臺灣商務印書館	初版三刷	84	A51	2000/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00101	中國文化史知識叢書：中國古代字典詞典	張明華	臺灣商務印書館	初版二刷	85	A51	1995/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00102	中國文化史知識叢書：中國的類書、政書與叢書	戚志芬	臺灣商務印書館	初版二刷	86	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00103	中國文化史知識叢書：中國古代著名的科學典籍	湛穗豐、吳洪印	臺灣商務印書館	初版二刷	87	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00104	中國文化史知識叢書：南洋華僑史話	巫樂華	臺灣商務印書館	初版二刷	88	A51	1995/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00105	中國文化史知識叢書：美洲華僑史話	陸國俊	臺灣商務印書館	初版二刷	89	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00106	中國文化史知識叢書：中日文化交流史話	王曉秋	臺灣商務印書館	初版二刷	90	A51	1995/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00107	吳姐姐講歷史故事：1	吳涵碧	皇冠初版社	初版十一刷	1	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00108	吳姐姐講歷史故事：2	吳涵碧	皇冠初版社	初版十一刷	2	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00109	吳姐姐講歷史故事：3	吳涵碧	皇冠初版社	初版十一刷	3	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00110	吳姐姐講歷史故事：4	吳涵碧	皇冠初版社	初版十一刷	4	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00111	吳姐姐講歷史故事：5	吳涵碧	皇冠初版社	初版十一刷	5	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00112	吳姐姐講歷史故事：6	吳涵碧	皇冠初版社	初版十一刷	6	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00113	吳姐姐講歷史故事：7	吳涵碧	皇冠初版社	初版十一刷	7	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00114	吳姐姐講歷史故事：8	吳涵碧	皇冠初版社	初版十一刷	8	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00115	吳姐姐講歷史故事：9	吳涵碧	皇冠初版社	初版十一刷	9	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00116	吳姐姐講歷史故事：10	吳涵碧	皇冠初版社	初版十一刷	10	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00117	吳姐姐講歷史故事：11	吳涵碧	皇冠初版社	初版十一刷	11	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00118	吳姐姐講歷史故事：12	吳涵碧	皇冠初版社	初版十一刷	12	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00119	吳姐姐講歷史故事：13	吳涵碧	皇冠初版社	初版十一刷	13	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00120	吳姐姐講歷史故事：14	吳涵碧	皇冠初版社	初版十一刷	14	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00121	吳姐姐講歷史故事：15	吳涵碧	皇冠初版社	初版十一刷	15	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00122	吳姐姐講歷史故事：16	吳涵碧	皇冠初版社	初版十一刷	16	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00123	吳姐姐講歷史故事：17	吳涵碧	皇冠初版社	初版十一刷	17	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00124	吳姐姐講歷史故事：18	吳涵碧	皇冠初版社	初版十一刷	18	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00125	吳姐姐講歷史故事：19	吳涵碧	皇冠初版社	初版十一刷	19	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00126	吳姐姐講歷史故事：20	吳涵碧	皇冠初版社	初版十一刷	20	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00127	吳姐姐講歷史故事：21	吳涵碧	皇冠初版社	初版十一刷	21	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00128	吳姐姐講歷史故事：22	吳涵碧	皇冠初版社	初版十一刷	22	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00129	吳姐姐講歷史故事：23	吳涵碧	皇冠初版社	初版十一刷	23	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00130	吳姐姐講歷史故事：24	吳涵碧	皇冠初版社	初版十一刷	24	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00131	吳姐姐講歷史故事：25	吳涵碧	皇冠初版社	初版十一刷	25	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00132	吳姐姐講歷史故事：26	吳涵碧	皇冠初版社	初版十一刷	26	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00133	吳姐姐講歷史故事：27	吳涵碧	皇冠初版社	初版十一刷	27	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00134	吳姐姐講歷史故事：28	吳涵碧	皇冠初版社	初版十四刷	28	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00135	吳姐姐講歷史故事：29	吳涵碧	皇冠初版社	初版十四刷	29	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00136	吳姐姐講歷史故事：30	吳涵碧	皇冠初版社	初版十四刷	30	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00137	吳姐姐講歷史故事：31	吳涵碧	皇冠初版社	初版十四刷	31	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00138	吳姐姐講歷史故事：32	吳涵碧	皇冠初版社	初版十四刷	32	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00139	吳姐姐講歷史故事：33	吳涵碧	皇冠初版社	初版十四刷	33	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00140	吳姐姐講歷史故事：34	吳涵碧	皇冠初版社	初版十四刷	34	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00141	吳姐姐講歷史故事：35	吳涵碧	皇冠初版社	初版十四刷	35	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00142	吳姐姐講歷史故事：36	吳涵碧	皇冠初版社	初版十四刷	36	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00143	吳姐姐講歷史故事：37	吳涵碧	皇冠初版社	初版十四刷	37	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00144	吳姐姐講歷史故事：38	吳涵碧	皇冠初版社	初版十四刷	38	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00145	吳姐姐講歷史故事：39	吳涵碧	皇冠初版社	初版十四刷	39	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00146	吳姐姐講歷史故事：40	吳涵碧	皇冠初版社	初版十四刷	40	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00147	吳姐姐講歷史故事：41	吳涵碧	皇冠初版社	初版五刷	41	A52	1995/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00148	吳姐姐講歷史故事：42	吳涵碧	皇冠初版社	初版九刷	42	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00149	吳姐姐講歷史故事：43	吳涵碧	皇冠初版社	初版九刷	43	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00150	吳姐姐講歷史故事：44	吳涵碧	皇冠初版社	初版九刷	44	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00151	吳姐姐講歷史故事：45	吳涵碧	皇冠初版社	初版九刷	45	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00152	吳姐姐講歷史故事：46	吳涵碧	皇冠初版社	初版九刷	46	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00153	吳姐姐講歷史故事：47	吳涵碧	皇冠初版社	初版九刷	47	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00154	吳姐姐講歷史故事：48	吳涵碧	皇冠初版社	初版九刷	48	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00155	吳姐姐講歷史故事：49	吳涵碧	皇冠初版社	初版九刷	49	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00156	吳姐姐講歷史故事：50	吳涵碧	皇冠初版社	初版九刷	50	A52	2005/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00157	三國英雄傳：華星之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	2	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00158	三國英雄傳：草莽之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	3	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00159	三國英雄傳：臣道之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	4	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00160	三國英雄傳：孔明之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	5	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00161	三國英雄傳：赤壁之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	6	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00162	三國英雄傳：望蜀之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	7	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00163	三國英雄傳：圖南之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	8	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00164	三國英雄傳：出神之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	9	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00165	三國英雄傳：五丈原之卷	吉川英治/鍾憲譯	大眾讀物	初版九刷	10	A52	1992/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00166	中國歷代經典寶庫：中國人的聖書：論語	宋淑萍	時報文化	三版六刷	1	A52	2001/120	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00167	中國歷代經典寶庫：儒者的良心：孟子	林鎮國	時報文化	三版四刷	2	A52	1999/9/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00168	中國歷代經典寶庫：生命的大智慧：老子	余培林	時報文化	三版九刷	3	A52	2000/5/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00169	中國歷代經典寶庫：哲學的天籟：莊子	羅龍治	時報文化	三版十刷	4	A52	2001/5/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00170	中國歷代經典寶庫：救世的苦行者：墨子	周富美	時報文化	三版三刷	5	A52	1999/6/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00171	中國歷代經典寶庫：人性的批判：荀子	陳修武	時報文化	三版五刷	6	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00172	中國歷代經典寶庫：國家的秩序：韓非子	張素真	時報文化	三版五刷	7	A52	1998/12/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00173	中國歷代經典寶庫：不朽的戰爭藝術：孫子兵法	徐瑜	時報文化	三版十三刷	8	A52	2001/9/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00174	中國歷代經典寶庫：先民的歌唱：詩經(上)	裴溥言	時報文化	三版七刷	9	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00175	中國歷代經典寶庫：先民的歌唱：詩經(下)	裴溥言	時報文化	三版五刷	10	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00176	中國歷代經典寶庫：儒家的理想國：禮記	周何	時報文化	三版七刷	11	A52	2001/2/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00177	中國歷代經典寶庫：澤畔的悲歌：楚辭	呂正惠	時報文化	三版四刷	12	A52	1998/8/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00178	中國歷代經典寶庫：歷史的長城：史記	李永熾	時報文化	三版八刷	13	A52	1999/11/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00179	中國歷代經典寶庫：帝王的鏡子：資治通鑑	雷家驥	時報文化	三版六刷	14	A52	1999/10/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00180	中國歷代經典寶庫：民族文化大醒覺：宋元學案	楊祖漢	時報文化	三版三刷	15	A52	1998/7/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00181	中國歷代經典寶庫：民族文化再覺醒：明儒學案	方武	時報文化	三版三刷	16	A52	1998/7/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00182	中國歷代經典寶庫：諸侯爭盟記：左傳	孫鐵剛	時報文化	三版六刷	17	A52	2001/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00183	中國歷代經典寶庫：雋永的說辭：戰國策	鍾課昌	時報文化	三版七刷	18	A52	2001/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00184	中國歷代經典寶庫：御風而行的哲思：列子	羅肇錦	時報文化	三版五刷	19	A52	2000/4/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00185	中國歷代經典寶庫：一位父親的叮嚀：顏氏家訓	盧建榮	時報文化	三版三刷	20	A52	2000/4/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00186	中國歷代經典寶庫：佛學的革命：六祖壇經	楊惠南	時報文化	三版九刷	21	A52	2000/5/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00187	中國歷代經典寶庫：科技的百科全書：天工開物	蔡仁堅	時報文化	三版四刷	22	A52	2000/1/31	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00188	中國歷代經典寶庫：石窟裡的老傳說：敦煌變文	羅宗濤	時報文化	三版三刷	23	A52	1999/3/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00189	中國歷代經典寶庫：大塊文章：唐宋八大家	張健	時報文化	三版五刷	24	A52	1999/11/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00190	中國歷代經典寶庫：妙語的花園：說苑(上)	鍾課昌	時報文化	三版三刷	25	A52	1998/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00191	中國歷代經典寶庫：妙語的花園：說苑(下)	鍾課昌	時報文化	三版四刷	26	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00192	中國歷代經典寶庫：漢代財經大辯論：盬鐵論	詹宏志	時報文化	三版五刷	27	A52	2000/10/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00193	中國歷代經典寶庫：神話的故鄉：山海經	李豐楙	時報文化	三版五刷	28	A52	2000/11/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00194	中國歷代經典寶庫：六朝異聞：世說新語	羅龍治	時報文化	三版五刷	29	A52	2000/11/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00195	中國歷代經典寶庫：大唐文化的奇葩：唐代詩選	賴芳伶	時報文化	三版七刷	30	A52	2001/6/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00196	中國歷代經典寶庫：蒙元的新詩：元人散曲	曾永義	時報文化	三版四刷	31	A52	2001/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00197	中國歷代經典寶庫：性靈之聲：明清小品	陳萬益	時報文化	三版三刷	32	A52	1998/5/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00198	中國歷代經典寶庫：唐朝的短篇小說：唐代傳奇	廖玉蕙	時報文化	三版六刷	33	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00199	中國歷代經典寶庫：聽古人說書：宋明話本	胡萬川	時報文化	三版三刷	34	A52	1998/7/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00200	中國歷代經典寶庫：  ：唐宋詞選	林明德	時報文化	三版五刷	35	A52	2000/11/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00201	中國歷代經典寶庫：看古人扮戲：戲曲故事	張曉風	時報文化	三版八刷	36	A52	2001/1/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00202	中國歷代經典寶庫：書生現形記：儒林外史	楊昌年	時報文化	三版六刷	37	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00203	中國歷代經典寶庫：造化的鑰匙：神仙傳(上)	高大鵬	時報文化	三版三刷	38	A52	1998/7/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00204	中國歷代經典寶庫：造化的鑰匙：神仙傳(下)	高大鵬	時報文化	三版四刷	39	A52	2000/10/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00205	中國歷代經典寶庫：袈裟的故事：高僧傳(上)	熊琬	時報文化	三版六刷	40	A52	2001/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00206	中國歷代經典寶庫：袈裟的故事：高僧傳(下)	熊琬	時報文化	三版四刷	41	A52	1999/3/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00207	中國歷代經典寶庫：失去的大觀園：紅樓夢	康來新	時報文化	三版七刷	42	A52	2001/5/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00208	中國歷代經典寶庫：鏡裡奇遇記：鏡花緣	方瑜	時報文化	三版六刷	43	A52	2000/3/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00209	中國歷代經典寶庫：梁山英雄榜：水滸傳	傅錫壬	時報文化	三版七刷	44	A52	2001/2/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00210	中國歷代經典寶庫：龍爭虎鬪：三國演義	邵紅	時報文化	三版九刷	45	A52	2000/11/5	2017/10/9	E.文史傳記	峨眉書院	華語	
