條碼	書名/刊名	著（譯）者	初版社	版本	卷/冊次	櫃位編號	出版日期	入庫日期	I.健康養生	館藏別	語文	附CD/DVD
JAF00043	福山榮園集刊		正德雜誌社		12	A31	1992/7/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00044	福山榮園集刊		正德雜誌社		13	A31	1992/12/20	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00045	福山榮園集刊		正德雜誌社		14	A31	1993/3/20	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00046	福山榮園集刊		正德雜誌社		15	A31	1993/7/20	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00047	福山榮園集刊		正德雜誌社		16	A31	1993/12/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00048	福山榮園集刊		正德雜誌社		17	A31	1994/7/30	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00049	福山榮園集刊		正德雜誌社		18	A31	1994/12/30	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00050	福山榮園集刊		正德雜誌社		19	A31	1995/4/30	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00051	福山榮園集刊		正德雜誌社		20	A31	1995/7/30	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00052	鄭武俊專輯：三人行	鄭武俊	時雨出版社	三七版	2	A31	1989/8/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00053	鄭武俊專輯：迎向陽光	鄭武俊	時雨出版社	卅版	3	A31	1989/4/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00054	鄭武俊專輯：愛愛愛	鄭武俊	時雨出版社	二七版	4	A31	1989/8/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00055	鄭武俊專輯：耕耘	鄭武俊	時雨出版社	十九版	5	A31	1989/4/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00056	鄭武俊專輯：路	鄭武俊	時雨出版社	七版	6	A31	1988/10/20	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00057	鄭武俊專輯：聖與凡	鄭武俊	時雨出版社	二版	7	A31	1989/5/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00058	善德雜誌		善德雜誌社		5	A31	1987/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00059	善德雜誌		善德雜誌社		6	A31	1978/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00060	善德雜誌		善德雜誌社		7	A31	1978/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00061	善德雜誌		善德雜誌社		8	A31	1978/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00062	善德雜誌		善德雜誌社		9	A31	1988/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00063	善德雜誌		善德雜誌社		10	A31	1988/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00064	善德雜誌		善德雜誌社		11	A31	1988/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00065	善德雜誌		善德雜誌社		12	A31	1988/9	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00066	善德雜誌		善德雜誌社		13	A31	1988/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00067	善德雜誌		善德雜誌社		14	A31	1998/1	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00068	善德雜誌		善德雜誌社		15	A31	1998/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00069	善德雜誌		善德雜誌社		16	A31	1998/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00070	善德雜誌		善德雜誌社		17	A31	1998/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00071	善德雜誌		善德雜誌社		18	A31	1998/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00072	善德雜誌		善德雜誌社		19	A31	2008/1	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00073	善德雜誌		善德雜誌社		20	A31	2008/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00074	善德雜誌		善德雜誌社		21	A31	1990/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00075	善德雜誌		善德雜誌社		23	A31	1990/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00076	善德雜誌		善德雜誌社		24	A31	1990/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00077	善德雜誌		善德雜誌社		25	A31	1990/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00078	善德雜誌		善德雜誌社		26	A31	1991/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00079	善德雜誌		善德雜誌社		27	A31	1991/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00080	善德雜誌		善德雜誌社		29	A31	1991/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00081	善德雜誌		善德雜誌社		30	A31	1991/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00082	善德雜誌		善德雜誌社		32	A31	1992/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00083	善德雜誌		善德雜誌社		33	A31	1992/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00084	善德雜誌		善德雜誌社		34	A31	1992/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00085	善德雜誌		善德雜誌社		35	A31	1992/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00086	善德雜誌		善德雜誌社		36	A31	1992/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00087	善德雜誌		善德雜誌社		37	A31	1993/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00088	善德雜誌		善德雜誌社		38	A31	1993/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00089	善德雜誌		善德雜誌社		39	A31	1993/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00090	善德雜誌		善德雜誌社		41	A31	1993/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00091	善德雜誌		善德雜誌社		44	A31	1994/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00092	善德雜誌		善德雜誌社		45	A31	1994/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00093	善德雜誌		善德雜誌社		46	A31	1994/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00094	善德雜誌		善德雜誌社		47	A31	1994/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00095	善德雜誌		善德雜誌社		48	A31	1995/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00096	善德雜誌		善德雜誌社		49、50	A31	1995/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00097	善德雜誌		善德雜誌社		51	A31	1995/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00098	善德雜誌		善德雜誌社		52	A31	1995/11	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00099	善德雜誌		善德雜誌社		53	A31	1996/1	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00100	善德雜誌		善德雜誌社		54	A31	1996/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00101	善德雜誌		善德雜誌社		59	A31	1997/9	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00102	善德雜誌		善德雜誌社		60	A31	1997/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00103	善德雜誌		善德雜誌社		64	A31	1999/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00104	善德雜誌		善德雜誌社		69	A31	1995/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00105	醒世		醒世雜誌社		213	A31	1986/3/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00106	中華之聲		中華之聲社			A31	1981/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00107	善言文摘		善言文摘社			A31	1986/7/28	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00108	正德：光明仁愛之家專輯		正德雜誌社		66、67	A31	1988/11	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00109	聖德：大悲咒之五		聖德雜誌社		179	A31		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00110	聖德：大悲咒之六		聖德雜誌社		80	A31		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00111	善德雜誌		善德雜誌社		2	A31	1986/11	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00112	基礎		基礎雜誌社		4	A31	1989/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00113	天恩				40	A31	1983/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00114	發一敬老會專刊		天元佛院			A31	2000/2/13	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00115	光明仁愛之家				1	A31	1994/12/17	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00116	光明仁愛之家				3	A31	1993/930	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00117	光明仁愛之家					A31	1991/9/22	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00118	福山榮園：合訂本		善德雜誌社			A31	1996/1	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00119	慈化家園		天道之光出版社		1	A31	2003/11/11	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00120	慈化家園		天道之光出版社		3	A31	2005/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00121	法雨				1	A31	2002	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00122	法雨				11	A31	2001/9	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00123	止繞		止繞雜誌社		23	A31	1978/9/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00124	止繞		止繞雜誌社		25	A31	1978/11/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00125	真善美人生	鄭武俊	臺南啟智學校			A31	1983/7/30	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00126	一貫道總會訊		中華民國一貫道總會			A35	33521	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00127	崇恩佛堂落成紀念特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00128	承先啓後一真儒		天元佛院			A35	2000/3/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00129	一代儒宗		天元佛院			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00130	白水老人墨寶集錦		天元佛院			A35	1995/11/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00131	法雨甘霖：白水老人的佛國因緣		天元佛院			A35	2000/9/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00132	一貫薪傳		天元佛院			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00133	大德真君紀念輯					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00134	一代賢哲：真修大仙成道四十五週年紀念		發一德化			A35	42285	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00135	體行身教的仁者：至德大帝成道十周年紀念		天恩宮			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00136	中道庸德的仁者：靈濟真君成道十過年紀念		明德佛堂			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00137	不休息菩薩慈示訓		發一崇德道務中心			A35	39621	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00138	一條金線認理實修		天道之光出版社			A35	1995/3/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00139	劉老點傳師炎生平簡略					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00140	逸勸修辦蓁德楊芬：逸蓁點傳師仙逝					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00141	陳前人金蓮生平道範					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00142	秀敏天祝守道不離：敬掉秀祝點傳師仙逝					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00143	白水老人成道五週年紀念刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00144	堅苦卓絶懿範永昭：敬掉老楊點傳師順禛女士成道					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00145	天恩至德 至情至義：前人至德大帝成道十週年紀念		天恩群英道務中心			A35	37611	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00146	慈航明燈：殊德仙君成道十週年紀念特刊		天道之光出版社			A35	2013/10/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00147	菩薩愿行：文慈菩薩李前人成道廿週年紀念		天道之光出版社			A35	2003/3/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00148	傳承家風：文慈菩薩成道卅週年紀念		天道之光出版社			A35	2013/10/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00149	荷担彌勒家業：金公祖師百五十歲聖誕紀念刊		天道之光出版社			A35	1999/10/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00150	慈恩永懷：文慈薩成道十五週年紀念特刊		天道之光出版社			A35	1998/7/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00151	合寧仙君成道十週年紀念特刊		武聖宮慧繼慈航			A35	1998/9/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00152	飲水恩源：中華聖母百年誕辰紀念特刊		發一崇德道務中心			A35	34630	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00153	白陽儒蓮普泰渡收圓：泰國昔利吉府彌勒佛院落成紀念					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00154	德智聖殿落成紀念特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00155	善化儒風：慶祝善化宮新建工程落成紀念特刊		善化宮管理委員會			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00156	武聖宮落成十週年 紀念特刊		武聖宮管理委員會			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00157	武聖宮落成十五週年 紀念特刊		武聖宮管理委員會			A35	36128	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00158	武聖宮落成廿週年 紀念特刊		武聖宮管理委員會			A35	2003/11/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00159	同舟一命：武聖宮三十週年紀念特刊		武聖宮管理委員會			A35	2013/10/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00160	鐸聲震山河：發一崇德雲林道場五十週慶專列					A35	36814	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00161	傳燈歸鄉：天恩群英二十五週年特刊		天恩群英道務中心			A35	42944	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00162	靈隱寺集賢樓落成特刊		天道之光出版社			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00163	靈隱寺東京別院落成特刊					A35	2002/4/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00164	德音廣宣：德宣二十週年紀念刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00165	鴻一佛堂暨慧修佛堂落成紀念特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00166	天元佛院光明仁愛之家：九二十大地震前後景觀寫照		光明集刊雜誌社			A35	36654	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00167	真善佛堂落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00168	懿德佛堂十週年紀念					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00169	育德佛堂落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00170	化星佛堂落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00171	天霖佛院落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00172	天恩宮大殿落成典禮紀念特刊		天恩宮			A35	31522	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00173	永慶佛堂落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00174	昭明儒行：昭儒書院落成特刊					A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00175	文德楊芬：文德佛堂喬遷紀念		文德佛堂			A35	38465	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00176	文獻通訊：一貫道學研究院文獻館館刊		一貫義理編輯苑			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAF00177	弘德：同信慈航		弘德道場			A35	2017/1/	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00178	奉恩樓落成持刊		三峽靈隱寺泰國道務中心			A35		2017/10/9	F.集刊類	峨眉書院	華語	
JAH00001	靈隱寺簡介		天道之光出版社	初版一刷		A42	2015/9/30	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00002	道德經白話		天道之光出版社			A42	2000/10/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00003	仙佛聖訓彙錄					A42	1999/9/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00004	老子道德經（通俗中英文本）	祝康彥、楊汝舟	黎明文化事業股份有限公司	初版一刷		A42	1980/9/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00005	讀論語學英語：論語中英文譯注讀本	理雅各（James Legge）	商周出版	初版四刷		A42	2006/12/19	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00006	彩色繪圖因果經		正一善書出版社	二版		A42	1997/10/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00007	先天大道簡介Introduction to Dao			修訂版		A42	2001/1/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00008	Torch of Bnlightment		天恩宮			A42		2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00009	濟公恩師慈訓七十六則		授明堂			A42		2017/10/9	H.外文書籍	峨眉書院	泰語	無
JAH00010	論語					A42		2017/10/9	H.外文書籍	峨眉書院	日語	無
JAH00011	末後修辦指南（日文版）─天然師尊叮嚀心語		天道之光出版社			A42	1997/11/1	2017/10/9	H.外文書籍	峨眉書院	日語	無
JAH00012	天然師尊叮嚀心語		德慧雜誌社			A42	2000/8/1	2017/10/9	H.外文書籍	峨眉書院	英語	無
JAH00013	齋					A42		2017/10/9	H.外文書籍	峨眉書院	西班牙語	無
JAH00014	暫訂禮節簿(綠)					A42		2017/10/9	H.外文書籍	峨眉書院	華語	無
JAH00015	暫訂禮節簿(白)					A42		2017/10/9	H.外文書籍	峨眉書院	華語	無
JAH00016	佛堂常用禮節					A42		2017/10/9	H.外文書籍	峨眉書院	華語	無
JAI00001	本草綱目保健手冊	吳劍坤、于雅婷	人類智庫數位科技股份有限公司	初版		A41	2015/6/28	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00002	本草綱目白話精譯本	李時珍	大地出版社	初版三刷		A41	2011/5/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00003	中藥材圖鑑	吳中朝	大都會文化事業有限公司	初版一刷		A41	2015/6/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00004	黃帝內經	張岫峰、馮清明、劉淑華	元氣齋出版社	初版七刷		A41	2014/3/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00005	望診遵經　	汪宏				A41		2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00006	精選中醫婦科名著		中國中醫藥出版社	初版一刷		A41	1996/7/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00007	佛門醫學（自然治療）	釋寬恆法師	小普陀楊枝禪師太湖杏林			A41		2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00008	常用中藥民間藥手冊	李沐勳	勝昌藥誌雜誌社	六版		A41	1983/1/6	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00009	順勢醫學	何逸僊、陳昭明	松根出版社	初版		A41	2000/9/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00010	華陀仙翁秘方果菜療病法	楊明純	聖賢雜誌社	二版		A41	1981/4/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00011	溫灸健康療法	徐德盛	純青溫灸健康研究中心			A41		2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00012	華陀仙方	無極皇母	寸心印經處			A41		2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00013	醫學病理檢驗	何逸僊	台北市中醫師公會	初版		A41	2001/3/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00014	生機食療實務大全	歐陽英	躍昇文化事事業有限公司	初版十刷		A41	1999/8/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00015	靈隱寺南區整合性素食研究班素食食譜					A41		2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00016	無毒一身輕：21天改善體質	林光常	世茂出版社	六十九刷		A41	2007/7/1	2017/10/9	I.健康養生	峨眉書院	華語	有
JAI00017	無毒一身輕2：生病34因、健康7大法	林光常	世茂出版社	初版九刷		A41	2004/8/1	2017/10/9	I.健康養生	峨眉書院	華語	有
JAI00018	新世紀飲食	約翰‧羅彬斯	琉璃光出版股份有限公司	六版		A41	1997/7/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00019	科學營養素食		正德雜誌社			A41	1984/9/1	2017/10/9	I.健康養生	峨眉書院	華語	無
JAI00020	素食健康藥膳粥		瑞昇文化圖書事業有限公司			A41	1992/6/1	2017/10/9	I.健康養生	峨眉書院	華語	無
